Product name;Category;Price;Items in box;Features;Quantity;Taxes;Date added;Status;Language;Product code;Weight;Min quantity;List price;Shipping freight;Downloadable;Files;Ship downloadable;Inventory tracking;Free shipping;Feature comparison;Zero price action;Thumbnail;Detailed image;Description;Meta keywords;Meta description;Search words;Page title;Options;Secondary categories;SEO name;Short description;Localizations;Max quantity;Quantity step;List qty count;Out of stock actions;Product URL;Image URL;Detailed image URL;Box size;Store
"Вата медицинская ""Зиг-Заг"" 200 гр. ";"Медицинские расходные материалы///Вата";"41.47";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba77";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"vata-medicinskaya-zig-zag-200-gr.";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/vata/vata-medicinskaya-zig-zag-200-gr..html";"";"";"length:0;width:0;height:0";"Simtech"
"Ватные диски 80шт./уп ";"Медицинские расходные материалы///Вата";"26.57";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba78";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"vatnye-diski-80sht.-up";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/vata/vatnye-diski-80sht.-up.html";"";"";"length:0;width:0;height:0";"Simtech"
"Ватные диски 120шт/уп";"Медицинские расходные материалы///Вата";"41.06";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba79";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"vatnye-diski-120sht-up";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/vata/vatnye-diski-120sht-up.html";"";"";"length:0;width:0;height:0";"Simtech"
"Ватные палочки стакан 100шт";"Медицинские расходные материалы///Вата";"15.35";"min:0;max:0";"Страна: S[Россия ]; Производитель: E[AURA]; Объём: T[80]; Единица измерения: S[уп.]";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba80";"0.00";"0";"0.00";"0.00";"N";"";"N";"B";"N";"N";"R";"";"";"";"";"";"";"";"";"";"vatnye-palochki-stakan-100sht";"";"";"0";"0";"0";"N";"http://medinweb.ru/medicinskie-rashodnye-materialy/vata/vatnye-palochki-stakan-100sht.html";"";"";"length:0;width:0;height:0";"Simtech"
"Ватные палочки стакан 200шт";"Медицинские расходные материалы///Вата";"23.06";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba81";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"vatnye-palochki-stakan-200sht";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/vata/vatnye-palochki-stakan-200sht.html";"";"";"length:0;width:0;height:0";"Simtech"
"Ватные палочки п/э пакет 200шт";"Медицинские расходные материалы///Вата";"19.15";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba82";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"vatnye-palochki-p-e-paket-200sht";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/vata/vatnye-palochki-p-e-paket-200sht.html";"";"";"length:0;width:0;height:0";"Simtech"
"Ватные палочки п/э пакет 100шт";"Медицинские расходные материалы///Вата";"9.32";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba83";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"vatnye-palochki-p-e-paket-100sht";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/vata/vatnye-palochki-p-e-paket-100sht.html";"";"";"length:0;width:0;height:0";"Simtech"
"Пакет перевязочный мед. первой помощи     с 1-ой подушечкой стер.                                                                                                                                                ";"Медицинские расходные материалы///Вата";"9.20";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba84";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"paket-perevyazochnyy-med.-pervoy-pomoschi-s-1-oy-podushechkoy-ster.";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/vata/paket-perevyazochnyy-med.-pervoy-pomoschi-s-1-oy-podushechkoy-ster..html";"";"";"length:0;width:0;height:0";"Simtech"
"Пакет перевязочный мед. первой помощи   с 2-мя подушечками стер.";"Медицинские расходные материалы///Вата";"12.54";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba85";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"paket-perevyazochnyy-med.-pervoy-pomoschi-s-2-mya-podushechkami-ster.";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/vata/paket-perevyazochnyy-med.-pervoy-pomoschi-s-2-mya-podushechkami-ster..html";"";"";"length:0;width:0;height:0";"Simtech"
"Пакет индивидуальный перевязочный мед. стер. ИПП-1";"Медицинские расходные материалы///Вата";"35.88";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba86";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"paket-individualnyy-perevyazochnyy-med.-ster.-ipp-1";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/vata/paket-individualnyy-perevyazochnyy-med.-ster.-ipp-1.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки  полиэтиленовые (ПВД) универсальной формы. р. M, L";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"0.23";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba87";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-polietilenovye-pvd-universalnoy-formy.-r.-m-l";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-polietilenovye-pvd-universalnoy-formy.-r.-m-l.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки смотровые латексные опудренные н/стер. р.S,M,L";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"2.93";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba88";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-smotrovye-lateksnye-opudrennye-n-ster.-r.s-m-l";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-smotrovye-lateksnye-opudrennye-n-ster.-r.s-m-l.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки смотровые латексные неопудренные н/стер.(1 хлор.) р.S,M,L";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"3.97";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba89";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-smotrovye-lateksnye-neopudrennye-n-ster.-1-hlor.-r.s-m-l";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-smotrovye-lateksnye-neopudrennye-n-ster.-1-hlor.-r.s-m-l.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки смотровые латексные опудренные стерильные р.S,M,L";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"5.58";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba90";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-smotrovye-lateksnye-opudrennye-sterilnye-r.s-m-l";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-smotrovye-lateksnye-opudrennye-sterilnye-r.s-m-l.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки стерильные смотровые опудренные с удлиненной манжетой, длина 280-300 мм, с валиком, AQL 1,0 ";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"7.30";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba91";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-sterilnye-smotrovye-opudrennye-s-udlinennoy-manzhetoy-dlina-280-300-mm-s-valikom-aql-1-0";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-sterilnye-smotrovye-opudrennye-s-udlinennoy-manzhetoy-dlina-280-300-mm-s-valikom-aql-1-0.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки стерильные смотровые текстур. НЕопудренные латексные р.S,M,L ";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"7.30";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba92";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-sterilnye-smotrovye-tekstur.-neopudrennye-lateksnye-r.s-m-l";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-sterilnye-smotrovye-tekstur.-neopudrennye-lateksnye-r.s-m-l.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки виниловые бесцветные неопудренные р.S,M,L, XL";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"2.70";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba93";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-vinilovye-bescvetnye-neopudrennye-r.s-m-l-xl";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-vinilovye-bescvetnye-neopudrennye-r.s-m-l-xl.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки нитриловые смотровые н/стер. текстур. неопудренные(феолетовые) р.M,L,S, ХL";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"3.34";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba94";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-nitrilovye-smotrovye-n-ster.-tekstur.-neopudrennye-feoletovye-r.m-l-s-hl";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-nitrilovye-smotrovye-n-ster.-tekstur.-neopudrennye-feoletovye-r.m-l-s-hl.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки нитриловые смотровые н/стер. текстур. неопудренные(голубые) р.M,L,S";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"3.39";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba95";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-nitrilovye-smotrovye-n-ster.-tekstur.-neopudrennye-golubye-r.m-l-s";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-nitrilovye-smotrovye-n-ster.-tekstur.-neopudrennye-golubye-r.m-l-s.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки  смотровые нитриловые стерильные текстур. неопудренные р.S,M,L ";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"7.30";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba96";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-smotrovye-nitrilovye-sterilnye-tekstur.-neopudrennye-r.s-m-l";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-smotrovye-nitrilovye-sterilnye-tekstur.-neopudrennye-r.s-m-l.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки латексные смотровые  повышенной прочности High Risk 300мм текстурир. Неопудренные S, M, L, ХL";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"12.71";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba97";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-lateksnye-smotrovye-povyshennoy-prochnosti-high-risk-300mm-teksturir.-neopudrennye-s-m-l-hl";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-lateksnye-smotrovye-povyshennoy-prochnosti-high-risk-300mm-teksturir.-neopudrennye-s-m-l-hl.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки   ДИАГНОСТИЧЕСКИЕ латекс. нестер. неопудр. текстур. - р. ОЧ.МАЛ. (XS, 5-6) (SFM,Германия)";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"5.99";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba98";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-diagnosticheskie-lateks.-nester.-neopudr.-tekstur.-r.-och.mal.-xs-5-6-sfm-germaniya";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-diagnosticheskie-lateks.-nester.-neopudr.-tekstur.-r.-och.mal.-xs-5-6-sfm-germaniya.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки   ДИАГНОСТИЧЕСКИЕ латекс. нестер. неопудр. текстур. - р. МАЛ. (S, 6-7) (SFM,Германия)";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"5.99";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba99";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-diagnosticheskie-lateks.-nester.-neopudr.-tekstur.-r.-mal.-s-6-7-sfm-germaniya";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-diagnosticheskie-lateks.-nester.-neopudr.-tekstur.-r.-mal.-s-6-7-sfm-germaniya.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки   ДИАГНОСТИЧЕСКИЕ латекс. нестер. неопудр. текстур. - р. СРЕДН. (M, 7-8) (SFM,Германия)";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"5.99";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba100";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-diagnosticheskie-lateks.-nester.-neopudr.-tekstur.-r.-sredn.-m-7-8-sfm-germaniya";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-diagnosticheskie-lateks.-nester.-neopudr.-tekstur.-r.-sredn.-m-7-8-sfm-germaniya.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки   ДИАГНОСТИЧЕСКИЕ латекс. нестер. неопудр. текстур. - р. БОЛ. (L, 8-9) (SFM,Германия)";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"5.99";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba101";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-diagnosticheskie-lateks.-nester.-neopudr.-tekstur.-r.-bol.-l-8-9-sfm-germaniya";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-diagnosticheskie-lateks.-nester.-neopudr.-tekstur.-r.-bol.-l-8-9-sfm-germaniya.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки   ДИАГНОСТИЧЕСКИЕ латекс. нестер. неопудр. текстур. - р. ОЧ.БОЛ. (XL, 9-9,5) (SFM,Германия)";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"5.99";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba102";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-diagnosticheskie-lateks.-nester.-neopudr.-tekstur.-r.-och.bol.-xl-9-9-5-sfm-germaniya";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-diagnosticheskie-lateks.-nester.-neopudr.-tekstur.-r.-och.bol.-xl-9-9-5-sfm-germaniya.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки   Хирургические Нестер.  (неанатомич.ф.) латекс. опудр. - р. 6 (S, мал.) (SFM,Германия)";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"6.63";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba103";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-hirurgicheskie-nester.-neanatomich.f.-lateks.-opudr.-r.-6-s-mal.-sfm-germaniya";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-hirurgicheskie-nester.-neanatomich.f.-lateks.-opudr.-r.-6-s-mal.-sfm-germaniya.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки   Хирургические Нестер.  (неанатомич.ф.) латекс. опудр. - р. 7 (M, средн.) (SFM,Германия)";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"6.63";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba104";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-hirurgicheskie-nester.-neanatomich.f.-lateks.-opudr.-r.-7-m-sredn.-sfm-germaniya";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-hirurgicheskie-nester.-neanatomich.f.-lateks.-opudr.-r.-7-m-sredn.-sfm-germaniya.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки   Хирургические Нестер.  (неанатомич.ф.) латекс. опудр. - р. 8 (L, бол.) (SFM,Германия)";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"6.63";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba105";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-hirurgicheskie-nester.-neanatomich.f.-lateks.-opudr.-r.-8-l-bol.-sfm-germaniya";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-hirurgicheskie-nester.-neanatomich.f.-lateks.-opudr.-r.-8-l-bol.-sfm-germaniya.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки   Хирургические Нестер.  (неанатомич.ф.) латекс. опудр. - р. 9 (XL, оч.бол.) (SFM,Германия)";"Медицинские расходные материалы///Перчатки///Перчатки смотровые опудренные и неопудренные";"6.63";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba106";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-hirurgicheskie-nester.-neanatomich.f.-lateks.-opudr.-r.-9-xl-och.bol.-sfm-germaniya";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-smotrovye-opudrennye-i-neopudrennye/perchatki-hirurgicheskie-nester.-neanatomich.f.-lateks.-opudr.-r.-9-xl-och.bol.-sfm-germaniya.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки хир.н/стер. опудренные р.6-9";"Медицинские расходные материалы///Перчатки///Перчатки хирургические нестерильные и стерильные";"4.77";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba107";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-hir.n-ster.-opudrennye-r.6-9";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-hirurgicheskie-nesterilnye-i-sterilnye/perchatki-hir.n-ster.-opudrennye-r.6-9.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки хир.н/стер.опудренные полностью анатомической формы р. длина 280-300мм р.6,0; 6,5 ;7,0;7,5; 8,0;8,5;9,0";"Медицинские расходные материалы///Перчатки///Перчатки хирургические нестерильные и стерильные";"7.30";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba108";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-hir.n-ster.opudrennye-polnostyu-anatomicheskoy-formy-r.-dlina-280-300mm-r.6-0-6-5-7-07-5-8-08-59-0";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-hirurgicheskie-nesterilnye-i-sterilnye/perchatki-hir.n-ster.opudrennye-polnostyu-anatomicheskoy-formy-r.-dlina-280-300mm-r.6-0-6-5-7-07-5-8-08-59-0.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки хир.н/стер.неопудренные полностью анатомической формы р. длина 280-300мм р.6,0; 6,5 ;7,0;7,5; 8,0;8,5;9,0";"Медицинские расходные материалы///Перчатки///Перчатки хирургические нестерильные и стерильные";"9.49";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba109";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-hir.n-ster.neopudrennye-polnostyu-anatomicheskoy-formy-r.-dlina-280-300mm-r.6-0-6-5-7-07-5-8-08-59-0";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-hirurgicheskie-nesterilnye-i-sterilnye/perchatki-hir.n-ster.neopudrennye-polnostyu-anatomicheskoy-formy-r.-dlina-280-300mm-r.6-0-6-5-7-07-5-8-08-59-0.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки хир.стерильные опудренные плоские р.р.6,0;7,0; 8,0;9,0 длина 280-300мм";"Медицинские расходные материалы///Перчатки///Перчатки хирургические нестерильные и стерильные";"7.13";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba110";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-hir.sterilnye-opudrennye-ploskie-r.r.6-07-0-8-09-0-dlina-280-300mm";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-hirurgicheskie-nesterilnye-i-sterilnye/perchatki-hir.sterilnye-opudrennye-ploskie-r.r.6-07-0-8-09-0-dlina-280-300mm.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки хир.стерильные полностью анатомической формы опудренные текстур.             р.6,0; 6,5 ;7,0;7,5; 8,0;8,5;9,0";"Медицинские расходные материалы///Перчатки///Перчатки хирургические нестерильные и стерильные";"10.24";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba111";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-hir.sterilnye-polnostyu-anatomicheskoy-formy-opudrennye-tekstur.-r.6-0-6-5-7-07-5-8-08-59-0";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-hirurgicheskie-nesterilnye-i-sterilnye/perchatki-hir.sterilnye-polnostyu-anatomicheskoy-formy-opudrennye-tekstur.-r.6-0-6-5-7-07-5-8-08-59-0.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки латексные стерильные хирургические анатомической формы опудренные, текстурированные Benovy, размеры 6,5;7;7,5;8;8,5.одинарная толщина: 0,26мм";"Медицинские расходные материалы///Перчатки///Перчатки хирургические нестерильные и стерильные";"12.54";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba112";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-lateksnye-sterilnye-hirurgicheskie-anatomicheskoy-formy-opudrennye-teksturirovannye-benovy-razmery-6-577-588-5.odinarnaya-tolschina-0-26mm";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-hirurgicheskie-nesterilnye-i-sterilnye/perchatki-lateksnye-sterilnye-hirurgicheskie-anatomicheskoy-formy-opudrennye-teksturirovannye-benovy-razmery-6-577-588-5.odinarnaya-tolschina-0-26mm.html";"";"";"length:0;width:0;height:0";"Simtech"
"Перчатки хир.стерильные полностью анатомической формы Неопудренные текстур. р.6,0; 6,5 ;7,0;7,5; 8,0;8,5;9,0";"Медицинские расходные материалы///Перчатки///Перчатки хирургические нестерильные и стерильные";"11.44";"min:0;max:0";"";"1";"";"07 Apr 2014 00:00:00";"A";"ru";"proba113";"0.00";"0";"0.00";"0.00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"perchatki-hir.sterilnye-polnostyu-anatomicheskoy-formy-neopudrennye-tekstur.-r.6-0-6-5-7-07-5-8-08-59-0";"";"";"0";"0";"0";"";"http://medinweb.ru/medicinskie-rashodnye-materialy/perchatki/perchatki-hirurgicheskie-nesterilnye-i-sterilnye/perchatki-hir.sterilnye-polnostyu-anatomicheskoy-formy-neopudrennye-tekstur.-r.6-0-6-5-7-07-5-8-08-59-0.html";"";"";"length:0;width:0;height:0";"Simtech"
