Product code;Language;Price;Lower limit;User group;Percentage discount
"proba259";"ru";"63.65";"99";"Все";"0"
"proba260";"ru";"150.95";"99";"Все";"0"
"proba261";"ru";"636.35";"99";"Все";"0"
"proba262";"ru";"711.45";"99";"Все";"0"
"proba263";"ru";"69.15";"99";"Все";"0"
"proba264";"ru";"171.70";"99";"Все";"0"
"proba265";"ru";"65.68";"99";"Все";"0"
"proba266";"ru";"175.95";"99";"Все";"0"
"proba267";"ru";"9.10";"99";"Все";"0"
"proba268";"ru";"21.40";"99";"Все";"0"
"proba269";"ru";"21.40";"99";"Все";"0"
"proba270";"ru";"21.40";"99";"Все";"0"
"proba271";"ru";"4.10";"99";"Все";"0"
"proba272";"ru";"5.50";"99";"Все";"0"
"proba273";"ru";"2.40";"99";"Все";"0"
"proba274";"ru";"2.40";"99";"Все";"0"
"proba275";"ru";"2.85";"99";"Все";"0"
"proba276";"ru";"2.40";"99";"Все";"0"
"proba277";"ru";"1.95";"99";"Все";"0"
"proba278";"ru";"4.90";"99";"Все";"0"
"proba279";"ru";"5.80";"99";"Все";"0"
"proba280";"ru";"4.30";"99";"Все";"0"
"proba281";"ru";"3.65";"99";"Все";"0"
"proba282";"ru";"25.00";"99";"Все";"0"
"proba283";"ru";"20.00";"99";"Все";"0"
"proba284";"ru";"25.00";"99";"Все";"0"
"proba285";"ru";"5.40";"99";"Все";"0"
"proba286";"ru";"19.80";"99";"Все";"0"
"proba287";"ru";"12.60";"99";"Все";"0"
"proba288";"ru";"0.41";"99";"Все";"0"
"proba289";"ru";"0.71";"99";"Все";"0"
"proba290";"ru";"1.70";"99";"Все";"0"
"proba291";"ru";"53.00";"99";"Все";"0"
"proba292";"ru";"4.35";"99";"Все";"0"
"proba293";"ru";"31.20";"99";"Все";"0"
"9324832";"ru";"70.29";"1";"Все";"0"
"9324841";"ru";"81.62";"1";"Все";"0"
"9324851";"ru";"99.66";"1";"Все";"0"
"9324861";"ru";"112.20";"1";"Все";"0"
"9324871";"ru";"82.50";"1";"Все";"0"
"9324881";"ru";"95.70";"1";"Все";"0"
"9324891";"ru";"116.60";"1";"Все";"0"
"9324901";"ru";"130.90";"1";"Все";"0"
"9324671";"ru";"82.50";"1";"Все";"0"
"9324681";"ru";"95.70";"1";"Все";"0"
"9324691";"ru";"116.60";"1";"Все";"0"
"9324701";"ru";"130.90";"1";"Все";"0"
"9324601";"ru";"389.73";"1";"Все";"0"
"9324731";"ru";"388.63";"1";"Все";"0"
"9324741";"ru";"478.17";"1";"Все";"0"
"9324371";"ru";"1977.14";"1";"Все";"0"
"9324381";"ru";"2412.19";"1";"Все";"0"
"9324391";"ru";"2926.55";"1";"Все";"0"
"9324520";"ru";"622.05";"1";"Все";"0"
"9324411";"ru";"70.29";"1";"Все";"0"
"9324422";"ru";"81.62";"1";"Все";"0"
"9324432";"ru";"99.66";"1";"Все";"0"
"9324442";"ru";"112.20";"1";"Все";"0"
"9324451";"ru";"130.35";"1";"Все";"0"
"9324461";"ru";"278.74";"1";"Все";"0"
"9324471";"ru";"331.98";"1";"Все";"0"
"9324481";"ru";"399.96";"1";"Все";"0"
"9324491";"ru";"491.70";"1";"Все";"0"
"9324501";"ru";"620.84";"1";"Все";"0"
"9316217";"ru";"18.15";"1";"Все";"0"
"9316235";"ru";"23.76";"1";"Все";"0"
"9316244";"ru";"26.01";"1";"Все";"0"
"9316253";"ru";"31.68";"1";"Все";"0"
"9316262";"ru";"48.73";"1";"Все";"0"
"3101335";"ru";"355.74";"1";"Все";"0"
"3101344";"ru";"488.62";"1";"Все";"0"
"3030402";"ru";"17.38";"1";"Все";"0"
"3030411";"ru";"18.48";"1";"Все";"0"
"3030429";"ru";"22.00";"1";"Все";"0"
"3030438";"ru";"24.31";"1";"Все";"0"
"3030447";"ru";"31.24";"1";"Все";"0"
"3031401";"ru";"144.43";"1";"Все";"0"
"3031419";"ru";"194.04";"1";"Все";"0"
"3031428";"ru";"211.42";"1";"Все";"0"
"3031437";"ru";"251.79";"1";"Все";"0"
"3031446";"ru";"339.57";"1";"Все";"0"
"3031614";"ru";"743.82";"1";"Все";"0"
"3031623";"ru";"884.73";"1";"Все";"0"
"3031632";"ru";"1086.91";"1";"Все";"0"
"3031641";"ru";"1383.69";"1";"Все";"0"
"9325411";"ru";"399.63";"1";"Все";"0"
"9325420";"ru";"538.23";"1";"Все";"0"
"9325439";"ru";"713.79";"1";"Все";"0"
"9325448";"ru";"1075.36";"1";"Все";"0"
"9325457";"ru";"1330.56";"1";"Все";"0"
"9325466";"ru";"1786.84";"1";"Все";"0"
"4271104";"ru";"135.19";"1";"Все";"0"
"4271114";"ru";"164.01";"1";"Все";"0"
"4271124";"ru";"386.98";"1";"Все";"0"
"4271134";"ru";"514.03";"1";"Все";"0"
"4271144";"ru";"651.42";"1";"Все";"0"
"4271154";"ru";"781.99";"1";"Все";"0"
"4271464";"ru";"370.81";"1";"Все";"0"
"4271474";"ru";"468.93";"1";"Все";"0"
"4271484";"ru";"487.41";"1";"Все";"0"
"4272112";"ru";"23.10";"1";"Все";"0"
"4272134";"ru";"124.74";"1";"Все";"0"
"4272144";"ru";"137.50";"1";"Все";"0"
"4272611";"ru";"824.67";"1";"Все";"0"
"4272534";"ru";"578.71";"1";"Все";"0"
"4272544";"ru";"1029.16";"1";"Все";"0"
"9005301";"ru";"51.04";"1";"Все";"0"
"9005311";"ru";"82.72";"1";"Все";"0"
"9005329";"ru";"146.19";"1";"Все";"0"
"9005007";"ru";"49.83";"1";"Все";"0"
"9005014";"ru";"80.41";"1";"Все";"0"
"9005025";"ru";"137.06";"1";"Все";"0"
"9005503";"ru";"36.30";"1";"Все";"0"
"9005512";"ru";"54.34";"1";"Все";"0"
"9005521";"ru";"69.08";"1";"Все";"0"
"9005204";"ru";"57.75";"1";"Все";"0"
"9005213";"ru";"113.30";"1";"Все";"0"
"9005222";"ru";"208.45";"1";"Все";"0"
"9005702";"ru";"257.40";"1";"Все";"0"
"9005711";"ru";"416.90";"1";"Все";"0"
"9005721";"ru";"332.20";"1";"Все";"0"
"9005757";"ru";"242.00";"1";"Все";"0"
"9005766";"ru";"388.30";"1";"Все";"0"
"9005775";"ru";"309.10";"1";"Все";"0"
"9005803";"ru";"170.50";"1";"Все";"0"
"9005811";"ru";"206.80";"1";"Все";"0"
"9005829";"ru";"183.70";"1";"Все";"0"
"9005856";"ru";"227.70";"1";"Все";"0"
"9005865";"ru";"365.20";"1";"Все";"0"
"9005874";"ru";"300.30";"1";"Все";"0"
"5406814";"ru";"2109.03";"1";"Все";"0"
"5406823";"ru";"2721.18";"1";"Все";"0"
"5406834";"ru";"1403.38";"1";"Все";"0"
"5406844";"ru";"3988.27";"1";"Все";"0"
"5406854";"ru";"3900.49";"1";"Все";"0"
"5406864";"ru";"4555.32";"1";"Все";"0"
"9006011";"ru";"94.71";"1";"Все";"0"
"9006062";"ru";"230.01";"1";"Все";"0"
"9006021";"ru";"218.68";"1";"Все";"0"
"9006031";"ru";"412.39";"1";"Все";"0"
"9006041";"ru";"618.64";"1";"Все";"0"
"9006051";"ru";"825.99";"1";"Все";"0"
"6857900";"ru";"696.52";"1";"Все";"0"
"6857910";"ru";"340.78";"1";"Все";"0"
"6857920";"ru";"1041.81";"1";"Все";"0"
"6857930";"ru";"1889.58";"1";"Все";"0"
"5000592";"ru";"222.64";"1";"Все";"0"
"5000602";"ru";"283.36";"1";"Все";"0"
"9316939";"ru";"352.33";"1";"Все";"0"
"9316948";"ru";"427.35";"1";"Все";"0"
"9316957";"ru";"487.41";"1";"Все";"0"
"9316966";"ru";"502.48";"1";"Все";"0"
"9316984";"ru";"708.07";"1";"Все";"0"
"9318143";"ru";"1449.58";"1";"Все";"0"
"9318152";"ru";"1709.40";"1";"Все";"0"
"9318161";"ru";"2044.35";"1";"Все";"0"
"9318081";"ru";"278.41";"1";"Все";"0"
"9318107";"ru";"347.71";"1";"Все";"0"
"9318125";"ru";"406.56";"1";"Все";"0"
"9317957";"ru";"502.48";"1";"Все";"0"
"9311533";"ru";"94.71";"1";"Все";"0"
"9311542";"ru";"115.50";"1";"Все";"0"
"9311552";"ru";"140.91";"1";"Все";"0"
"9311560";"ru";"184.80";"1";"Все";"0"
"9311570";"ru";"220.66";"1";"Все";"0"
"9311589";"ru";"295.68";"1";"Все";"0"
"9311801";"ru";"266.86";"1";"Все";"0"
"9311811";"ru";"270.27";"1";"Все";"0"
"9311821";"ru";"278.41";"1";"Все";"0"
"9311831";"ru";"294.58";"1";"Все";"0"
"9311851";"ru";"261.03";"1";"Все";"0"
"9311861";"ru";"274.89";"1";"Все";"0"
"9311871";"ru";"284.13";"1";"Все";"0"
"9311881";"ru";"294.58";"1";"Все";"0"
"9311104";"ru";"219.45";"1";"Все";"0"
"9311113";"ru";"259.93";"1";"Все";"0"
"9311122";"ru";"301.51";"1";"Все";"0"
"9311131";"ru";"337.26";"1";"Все";"0"
"9311142";"ru";"404.25";"1";"Все";"0"
"9311150";"ru";"452.76";"1";"Все";"0"
"9311169";"ru";"555.61";"1";"Все";"0"
"9311178";"ru";"597.19";"1";"Все";"0"
"9312902";"ru";"62.37";"1";"Все";"0"
"9312911";"ru";"73.92";"1";"Все";"0"
"9312929";"ru";"91.30";"1";"Все";"0"
"9312938";"ru";"115.50";"1";"Все";"0"
"9312947";"ru";"138.60";"1";"Все";"0"
"9312956";"ru";"202.18";"1";"Все";"0"
"9312836";"ru";"467.83";"1";"Все";"0"
"9312845";"ru";"578.71";"1";"Все";"0"
"9312854";"ru";"739.20";"1";"Все";"0"
"9313211";"ru";"36.30";"1";"Все";"0"
"9313221";"ru";"48.40";"1";"Все";"0"
"9313231";"ru";"58.08";"1";"Все";"0"
"9313241";"ru";"62.92";"1";"Все";"0"
"6042107";"ru";"191.18";"1";"Все";"0"
"9316539";"ru";"174.46";"1";"Все";"0"
"9316548";"ru";"205.59";"1";"Все";"0"
"9316557";"ru";"218.35";"1";"Все";"0"
"9316566";"ru";"244.86";"1";"Все";"0"
"9316637";"ru";"186.01";"1";"Все";"0"
"9316646";"ru";"192.94";"1";"Все";"0"
"9316655";"ru";"241.45";"1";"Все";"0"
"9316664";"ru";"336.16";"1";"Все";"0"
"9315744";"ru";"438.46";"1";"Все";"0"
"9315735";"ru";"548.35";"1";"Все";"0"
"9315753";"ru";"699.05";"1";"Все";"0"
"9325315";"ru";"1671.34";"1";"Все";"0"
"9325325";"ru";"1671.34";"1";"Все";"0"
"9325335";"ru";"1671.34";"1";"Все";"0"
"9325345";"ru";"1671.34";"1";"Все";"0"
"9325355";"ru";"1671.34";"1";"Все";"0"
"3323346";"ru";"774.40";"1";"Все";"0"
"3323355";"ru";"889.90";"1";"Все";"0"
"3323364";"ru";"1016.40";"1";"Все";"0"
"3323373";"ru";"1186.90";"1";"Все";"0"
"3323382";"ru";"1530.10";"1";"Все";"0"
"3359351";"ru";"2423.52";"1";"Все";"0"
"3359360";"ru";"2553.76";"1";"Все";"0"
"3359379";"ru";"3031.93";"1";"Все";"0"
"3359388";"ru";"4120.71";"1";"Все";"0"
"3353605";"ru";"1267.86";"1";"Все";"0"
"3327390";"ru";"47.63";"1";"Все";"0"
"3327400";"ru";"67.98";"1";"Все";"0"
"3327410";"ru";"82.72";"1";"Все";"0"
"3327420";"ru";"95.15";"1";"Все";"0"
"3327430";"ru";"106.48";"1";"Все";"0"
"3327440";"ru";"122.32";"1";"Все";"0"
"3327450";"ru";"153.01";"1";"Все";"0"
"3327000";"ru";"40.81";"1";"Все";"0"
"3327100";"ru";"61.16";"1";"Все";"0"
"3327110";"ru";"73.70";"1";"Все";"0"
"3327120";"ru";"83.82";"1";"Все";"0"
"3327130";"ru";"92.95";"1";"Все";"0"
"3327140";"ru";"103.07";"1";"Все";"0"
"3327150";"ru";"117.81";"1";"Все";"0"
"3390001";"ru";"2650.12";"1";"Все";"0"
"3390011";"ru";"4280.43";"1";"Все";"0"
"3390021";"ru";"5437.30";"1";"Все";"0"
"3390031";"ru";"6872.80";"1";"Все";"0"
"3390041";"ru";"8472.53";"1";"Все";"0"
"3390582";"ru";"9879.76";"1";"Все";"0"
"3390592";"ru";"11139.70";"1";"Все";"0"
"3390602";"ru";"14631.54";"1";"Все";"0"
"3390831";"ru";"1688.17";"1";"Все";"0"
"3390841";"ru";"3592.71";"1";"Все";"0"
"3390851";"ru";"4575.01";"1";"Все";"0"
"3390861";"ru";"5204.98";"1";"Все";"0"
"3390871";"ru";"6662.04";"1";"Все";"0"
"3390881";"ru";"3589.30";"1";"Все";"0"
"3390891";"ru";"4572.81";"1";"Все";"0"
"3390901";"ru";"5203.88";"1";"Все";"0"
"3390911";"ru";"6000.39";"1";"Все";"0"
"3390921";"ru";"3471.49";"1";"Все";"0"
"3390931";"ru";"4580.73";"1";"Все";"0"
"3390941";"ru";"5220.82";"1";"Все";"0"
"9320431";"ru";"323.40";"1";"Все";"0"
"9320451";"ru";"349.80";"1";"Все";"0"
"9320471";"ru";"366.30";"1";"Все";"0"
"9320481";"ru";"1512.50";"1";"Все";"0"
"9320491";"ru";"1368.62";"1";"Все";"0"
"9320501";"ru";"1284.80";"1";"Все";"0"
"9320511";"ru";"1071.84";"1";"Все";"0"
"9402657";"ru";"352.33";"1";"Все";"0"
"9402666";"ru";"370.81";"1";"Все";"0"
"9402675";"ru";"386.98";"1";"Все";"0"
"9324832";"ru";"63.26";"99";"Все";"0"
"9324841";"ru";"73.46";"99";"Все";"0"
"9324851";"ru";"89.69";"99";"Все";"0"
"9324861";"ru";"100.98";"99";"Все";"0"
"9324871";"ru";"74.25";"99";"Все";"0"
"9324881";"ru";"86.13";"99";"Все";"0"
"9324891";"ru";"104.94";"99";"Все";"0"
"9324901";"ru";"117.81";"99";"Все";"0"
"9324671";"ru";"74.25";"99";"Все";"0"
"9324681";"ru";"86.13";"99";"Все";"0"
"9324691";"ru";"104.94";"99";"Все";"0"
"9324701";"ru";"117.81";"99";"Все";"0"
"9324601";"ru";"350.76";"99";"Все";"0"
"9324731";"ru";"349.77";"99";"Все";"0"
"9324741";"ru";"430.35";"99";"Все";"0"
"9324371";"ru";"1779.43";"99";"Все";"0"
"9324381";"ru";"2170.97";"99";"Все";"0"
"9324391";"ru";"2633.90";"99";"Все";"0"
"9324520";"ru";"559.85";"99";"Все";"0"
"9324411";"ru";"63.26";"99";"Все";"0"
"9324422";"ru";"73.46";"99";"Все";"0"
"9324432";"ru";"89.69";"99";"Все";"0"
"9324442";"ru";"100.98";"99";"Все";"0"
"9324451";"ru";"117.32";"99";"Все";"0"
"9324461";"ru";"250.87";"99";"Все";"0"
"9324471";"ru";"298.78";"99";"Все";"0"
"9324481";"ru";"359.96";"99";"Все";"0"
"9324491";"ru";"442.53";"99";"Все";"0"
"9324501";"ru";"558.76";"99";"Все";"0"
"9316217";"ru";"16.34";"99";"Все";"0"
"9316235";"ru";"21.38";"99";"Все";"0"
"9316244";"ru";"23.46";"99";"Все";"0"
"9316253";"ru";"28.51";"99";"Все";"0"
"9316262";"ru";"43.86";"99";"Все";"0"
"3101335";"ru";"320.17";"99";"Все";"0"
"3101344";"ru";"439.76";"99";"Все";"0"
"3030402";"ru";"15.64";"99";"Все";"0"
"3030411";"ru";"16.63";"99";"Все";"0"
"3030429";"ru";"19.80";"99";"Все";"0"
"3030438";"ru";"21.88";"99";"Все";"0"
"3030447";"ru";"28.12";"99";"Все";"0"
"3031401";"ru";"129.99";"99";"Все";"0"
"3031419";"ru";"174.64";"99";"Все";"0"
"3031428";"ru";"190.28";"99";"Все";"0"
"3031437";"ru";"226.61";"99";"Все";"0"
"3031446";"ru";"305.61";"99";"Все";"0"
"3031614";"ru";"669.44";"99";"Все";"0"
"3031623";"ru";"796.26";"99";"Все";"0"
"3031632";"ru";"978.22";"99";"Все";"0"
"3031641";"ru";"1245.32";"99";"Все";"0"
"9325411";"ru";"359.67";"99";"Все";"0"
"9325420";"ru";"484.41";"99";"Все";"0"
"9325439";"ru";"642.41";"99";"Все";"0"
"9325448";"ru";"967.82";"99";"Все";"0"
"9325457";"ru";"1197.50";"99";"Все";"0"
"9325466";"ru";"1608.16";"99";"Все";"0"
"4271104";"ru";"121.67";"99";"Все";"0"
"4271114";"ru";"147.61";"99";"Все";"0"
"4271124";"ru";"348.28";"99";"Все";"0"
"4271134";"ru";"462.63";"99";"Все";"0"
"4271144";"ru";"586.28";"99";"Все";"0"
"4271154";"ru";"703.79";"99";"Все";"0"
"4271464";"ru";"333.73";"99";"Все";"0"
"4271474";"ru";"422.04";"99";"Все";"0"
"4271484";"ru";"438.67";"99";"Все";"0"
"4272112";"ru";"20.79";"99";"Все";"0"
"4272134";"ru";"112.27";"99";"Все";"0"
"4272144";"ru";"123.75";"99";"Все";"0"
"4272611";"ru";"742.20";"99";"Все";"0"
"4272534";"ru";"520.84";"99";"Все";"0"
"4272544";"ru";"926.24";"99";"Все";"0"
"9005301";"ru";"45.94";"99";"Все";"0"
"9005311";"ru";"74.45";"99";"Все";"0"
"9005329";"ru";"131.57";"99";"Все";"0"
"9005007";"ru";"44.85";"99";"Все";"0"
"9005014";"ru";"72.37";"99";"Все";"0"
"9005025";"ru";"123.35";"99";"Все";"0"
"9005503";"ru";"32.67";"99";"Все";"0"
"9005512";"ru";"48.91";"99";"Все";"0"
"9005521";"ru";"62.17";"99";"Все";"0"
"9005204";"ru";"51.98";"99";"Все";"0"
"9005213";"ru";"101.97";"99";"Все";"0"
"9005222";"ru";"187.61";"99";"Все";"0"
"9005702";"ru";"231.66";"99";"Все";"0"
"9005711";"ru";"375.21";"99";"Все";"0"
"9005721";"ru";"298.98";"99";"Все";"0"
"9005757";"ru";"217.80";"99";"Все";"0"
"9005766";"ru";"349.47";"99";"Все";"0"
"9005775";"ru";"278.19";"99";"Все";"0"
"9005803";"ru";"153.45";"99";"Все";"0"
"9005811";"ru";"186.12";"99";"Все";"0"
"9005829";"ru";"165.33";"99";"Все";"0"
"9005856";"ru";"204.93";"99";"Все";"0"
"9005865";"ru";"328.68";"99";"Все";"0"
"9005874";"ru";"270.27";"99";"Все";"0"
"5406814";"ru";"1898.13";"99";"Все";"0"
"5406823";"ru";"2449.06";"99";"Все";"0"
"5406834";"ru";"1263.04";"99";"Все";"0"
"5406844";"ru";"3589.44";"99";"Все";"0"
"5406854";"ru";"3510.44";"99";"Все";"0"
"5406864";"ru";"4099.79";"99";"Все";"0"
"9006011";"ru";"85.24";"99";"Все";"0"
"9006062";"ru";"207.01";"99";"Все";"0"
"9006021";"ru";"196.81";"99";"Все";"0"
"9006031";"ru";"371.15";"99";"Все";"0"
"9006041";"ru";"556.78";"99";"Все";"0"
"9006051";"ru";"743.39";"99";"Все";"0"
"6857900";"ru";"626.87";"99";"Все";"0"
"6857910";"ru";"306.70";"99";"Все";"0"
"6857920";"ru";"937.63";"99";"Все";"0"
"6857930";"ru";"1700.62";"99";"Все";"0"
"5000592";"ru";"200.38";"99";"Все";"0"
"5000602";"ru";"255.02";"99";"Все";"0"
"9316939";"ru";"317.10";"99";"Все";"0"
"9316948";"ru";"384.62";"99";"Все";"0"
"9316957";"ru";"438.67";"99";"Все";"0"
"9316966";"ru";"452.23";"99";"Все";"0"
"9316984";"ru";"637.26";"99";"Все";"0"
"9318143";"ru";"1304.62";"99";"Все";"0"
"9318152";"ru";"1538.46";"99";"Все";"0"
"9318161";"ru";"1839.92";"99";"Все";"0"
"9318081";"ru";"250.57";"99";"Все";"0"
"9318107";"ru";"312.94";"99";"Все";"0"
"9318125";"ru";"365.90";"99";"Все";"0"
"9317957";"ru";"452.23";"99";"Все";"0"
"9311533";"ru";"85.24";"99";"Все";"0"
"9311542";"ru";"103.95";"99";"Все";"0"
"9311552";"ru";"126.82";"99";"Все";"0"
"9311560";"ru";"166.32";"99";"Все";"0"
"9311570";"ru";"198.59";"99";"Все";"0"
"9311589";"ru";"266.11";"99";"Все";"0"
"9311801";"ru";"240.17";"99";"Все";"0"
"9311811";"ru";"243.24";"99";"Все";"0"
"9311821";"ru";"250.57";"99";"Все";"0"
"9311831";"ru";"265.12";"99";"Все";"0"
"9311851";"ru";"234.93";"99";"Все";"0"
"9311861";"ru";"247.40";"99";"Все";"0"
"9311871";"ru";"255.72";"99";"Все";"0"
"9311881";"ru";"265.12";"99";"Все";"0"
"9311104";"ru";"197.51";"99";"Все";"0"
"9311113";"ru";"233.94";"99";"Все";"0"
"9311122";"ru";"271.36";"99";"Все";"0"
"9311131";"ru";"303.53";"99";"Все";"0"
"9311142";"ru";"363.83";"99";"Все";"0"
"9311150";"ru";"407.48";"99";"Все";"0"
"9311169";"ru";"500.05";"99";"Все";"0"
"9311178";"ru";"537.47";"99";"Все";"0"
"9312902";"ru";"56.13";"99";"Все";"0"
"9312911";"ru";"66.53";"99";"Все";"0"
"9312929";"ru";"82.17";"99";"Все";"0"
"9312938";"ru";"103.95";"99";"Все";"0"
"9312947";"ru";"124.74";"99";"Все";"0"
"9312956";"ru";"181.96";"99";"Все";"0"
"9312836";"ru";"421.05";"99";"Все";"0"
"9312845";"ru";"520.84";"99";"Все";"0"
"9312854";"ru";"665.28";"99";"Все";"0"
"9313211";"ru";"32.67";"99";"Все";"0"
"9313221";"ru";"43.56";"99";"Все";"0"
"9313231";"ru";"52.27";"99";"Все";"0"
"9313241";"ru";"56.63";"99";"Все";"0"
"6042107";"ru";"172.06";"99";"Все";"0"
"9316539";"ru";"157.01";"99";"Все";"0"
"9316548";"ru";"185.03";"99";"Все";"0"
"9316557";"ru";"196.52";"99";"Все";"0"
"9316566";"ru";"220.37";"99";"Все";"0"
"9316637";"ru";"167.41";"99";"Все";"0"
"9316646";"ru";"173.65";"99";"Все";"0"
"9316655";"ru";"217.31";"99";"Все";"0"
"9316664";"ru";"302.54";"99";"Все";"0"
"9315744";"ru";"394.61";"99";"Все";"0"
"9315735";"ru";"493.52";"99";"Все";"0"
"9315753";"ru";"629.15";"99";"Все";"0"
"9325315";"ru";"1504.21";"99";"Все";"0"
"9325325";"ru";"1504.21";"99";"Все";"0"
"9325335";"ru";"1504.21";"99";"Все";"0"
"9325345";"ru";"1504.21";"99";"Все";"0"
"9325355";"ru";"1504.21";"99";"Все";"0"
"3323346";"ru";"696.96";"99";"Все";"0"
"3323355";"ru";"800.91";"99";"Все";"0"
"3323364";"ru";"914.76";"99";"Все";"0"
"3323373";"ru";"1068.21";"99";"Все";"0"
"3323382";"ru";"1377.09";"99";"Все";"0"
"3359351";"ru";"2181.17";"99";"Все";"0"
"3359360";"ru";"2298.38";"99";"Все";"0"
"3359379";"ru";"2728.74";"99";"Все";"0"
"3359388";"ru";"3708.64";"99";"Все";"0"
"3353605";"ru";"1141.07";"99";"Все";"0"
"3327390";"ru";"42.87";"99";"Все";"0"
"3327400";"ru";"61.18";"99";"Все";"0"
"3327410";"ru";"74.45";"99";"Все";"0"
"3327420";"ru";"85.64";"99";"Все";"0"
"3327430";"ru";"95.83";"99";"Все";"0"
"3327440";"ru";"110.09";"99";"Все";"0"
"3327450";"ru";"137.71";"99";"Все";"0"
"3327000";"ru";"36.73";"99";"Все";"0"
"3327100";"ru";"55.04";"99";"Все";"0"
"3327110";"ru";"66.33";"99";"Все";"0"
"3327120";"ru";"75.44";"99";"Все";"0"
"3327130";"ru";"83.66";"99";"Все";"0"
"3327140";"ru";"92.76";"99";"Все";"0"
"3327150";"ru";"106.03";"99";"Все";"0"
"3390001";"ru";"2385.11";"99";"Все";"0"
"3390011";"ru";"3852.39";"99";"Все";"0"
"3390021";"ru";"4893.57";"99";"Все";"0"
"3390031";"ru";"6185.52";"99";"Все";"0"
"3390041";"ru";"7625.28";"99";"Все";"0"
"3390582";"ru";"8891.78";"99";"Все";"0"
"3390592";"ru";"10025.73";"99";"Все";"0"
"3390602";"ru";"13168.39";"99";"Все";"0"
"3390831";"ru";"1519.35";"99";"Все";"0"
"3390841";"ru";"3233.44";"99";"Все";"0"
"3390851";"ru";"4117.51";"99";"Все";"0"
"3390861";"ru";"4684.48";"99";"Все";"0"
"3390871";"ru";"5995.84";"99";"Все";"0"
"3390881";"ru";"3230.37";"99";"Все";"0"
"3390891";"ru";"4115.53";"99";"Все";"0"
"3390901";"ru";"4683.49";"99";"Все";"0"
"3390911";"ru";"5400.35";"99";"Все";"0"
"3390921";"ru";"3124.34";"99";"Все";"0"
"3390931";"ru";"4122.66";"99";"Все";"0"
"3390941";"ru";"4698.74";"99";"Все";"0"
"9320431";"ru";"291.06";"99";"Все";"0"
"9320451";"ru";"314.82";"99";"Все";"0"
"9320471";"ru";"329.67";"99";"Все";"0"
"9320481";"ru";"1361.25";"99";"Все";"0"
"9320491";"ru";"1231.76";"99";"Все";"0"
"9320501";"ru";"1156.32";"99";"Все";"0"
"9320511";"ru";"964.66";"99";"Все";"0"
"9402657";"ru";"317.10";"99";"Все";"0"
"9402666";"ru";"333.73";"99";"Все";"0"
"9402675";"ru";"348.28";"99";"Все";"0"
"proba294";"ru";"676.20";"1";"Все";"0"
"proba295";"ru";"354.45";"1";"Все";"0"
"proba296";"ru";"600.00";"1";"Все";"0"
"proba297";"ru";"489.20";"1";"Все";"0"
"proba298";"ru";"469.30";"1";"Все";"0"
"proba299";"ru";"865.35";"1";"Все";"0"
"proba300";"ru";"970.00";"1";"Все";"0"
"proba301";"ru";"981.50";"1";"Все";"0"
"proba302";"ru";"2986.90";"1";"Все";"0"
"proba303";"ru";"4148.50";"1";"Все";"0"
"proba304";"ru";"1017.75";"1";"Все";"0"
"proba305";"ru";"11166.30";"1";"Все";"0"
"proba306";"ru";"113.82";"1";"Все";"0"
"proba307";"ru";"93.96";"1";"Все";"0"
"proba308";"ru";"93.96";"1";"Все";"0"
"proba309";"ru";"128.17";"1";"Все";"0"
"proba310";"ru";"189.29";"1";"Все";"0"
"proba311";"ru";"275.66";"1";"Все";"0"
"proba312";"ru";"90.39";"1";"Все";"0"
"proba313";"ru";"80.50";"1";"Все";"0"
"proba314";"ru";"351.21";"1";"Все";"0"
"proba315";"ru";"319.01";"1";"Все";"0"
"proba316";"ru";"100.28";"1";"Все";"0"
"proba317";"ru";"161.12";"1";"Все";"0"
"proba318";"ru";"222.41";"1";"Все";"0"
"proba319";"ru";"111.21";"1";"Все";"0"
"proba320";"ru";"156.40";"1";"Все";"0"
"proba321";"ru";"469.43";"1";"Все";"0"
"proba322";"ru";"497.03";"1";"Все";"0"
"proba323";"ru";"83.26";"1";"Все";"0"
"proba324";"ru";"89.13";"1";"Все";"0"
"proba325";"ru";"221.72";"1";"Все";"0"
"proba326";"ru";"359.38";"1";"Все";"0"
"proba327";"ru";"92.00";"1";"Все";"0"
"proba328";"ru";"147.66";"1";"Все";"0"
"proba329";"ru";"48.88";"1";"Все";"0"
"proba330";"ru";"48.82";"1";"Все";"0"
"proba331";"ru";"37.72";"1";"Все";"0"
"proba332";"ru";"105.23";"1";"Все";"0"
"proba333";"ru";"22.60";"1";"Все";"0"
"proba334";"ru";"21.28";"1";"Все";"0"
"proba335";"ru";"72.34";"1";"Все";"0"
"proba336";"ru";"33.29";"1";"Все";"0"
"proba337";"ru";"21.28";"1";"Все";"0"
"proba338";"ru";"28.18";"1";"Все";"0"
"proba339";"ru";"7949.00";"1";"Все";"0"
"proba340";"ru";"24235.00";"1";"Все";"0"
"proba341";"ru";"9141.12";"1";"Все";"0"
"proba342";"ru";"8954.80";"1";"Все";"0"
"proba343";"ru";"15040.00";"1";"Все";"0"
"proba344";"ru";"1811.25";"1";"Все";"0"
"proba345";"ru";"1811.25";"1";"Все";"0"
"proba346";"ru";"1811.25";"1";"Все";"0"
"proba347";"ru";"1811.25";"1";"Все";"0"
"proba348";"ru";"170.50";"1";"Все";"0"
"proba349";"ru";"170.50";"1";"Все";"0"
"proba350";"ru";"226.90";"1";"Все";"0"
